,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,mileage_power_ratio
172,172,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,First,13.7,1798.0,157.75,5.0,4.78,6.89,0,0,1,1,0,0.08684627575277337
173,173,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Second,17.8,1399.0,68.0,5.0,4.78,1.45,1,0,0,0,1,0.26176470588235295
174,174,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,First,22.48,1995.0,190.0,5.0,69.47,33.5,1,0,0,1,0,0.11831578947368421
175,175,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,First,12.9,1598.0,102.5,5.0,4.78,1.25,0,0,1,0,1,0.12585365853658537
176,176,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,First,22.07,1199.0,73.9,5.0,4.78,4.2,1,0,0,0,1,0.29864682002706355
177,177,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,First,19.98,1461.0,108.5,8.0,4.78,6.75,1,0,0,0,1,0.184147465437788
178,178,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,First,13.0,2143.0,201.1,5.0,4.78,32.0,1,0,0,1,0,0.06464445549477872
179,179,Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.78,7.5,0,0,1,0,1,0.2575210589651023
180,180,Hyundai Verna 1.6 SX,Delhi,2012,62000,First,22.32,1582.0,126.32,5.0,4.78,4.6,1,0,0,0,1,0.1766941101963268
181,181,Hyundai i10 Magna 1.1,Kochi,2017,52340,First,19.81,1086.0,68.05,5.0,4.78,4.04,0,0,1,0,1,0.2911094783247612
182,182,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,First,15.4,1997.0,120.0,7.0,4.78,10.31,1,0,0,0,1,0.12833333333333333
183,183,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,4.78,55.76,1,0,0,1,0,0.06766116142781034
184,184,Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,68.0,5.0,4.78,2.6,1,0,0,0,1,0.29411764705882354
185,185,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.74,8.5,1,0,0,0,1,0.28779661016949154
186,186,Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1197.0,74.0,5.286452057152694,4.78,2.95,0,0,1,0,1,0.0
187,187,Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,4.78,3.5,1,0,0,0,1,0.2616632860040568
188,188,Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,4.78,3.55,0,0,1,0,1,0.25804816223067173
189,189,Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,4.78,3.25,1,0,0,0,1,0.2616632860040568
190,190,Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,4.78,4.5,1,0,0,0,1,0.1650943396226415
191,191,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,4.78,5.35,1,0,0,0,1,0.23711217183770886
192,192,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,10.52,6.5,1,0,0,0,1,0.1745
193,193,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.98,9.0,1,0,0,0,1,0.2745762711864407
194,194,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,4.78,6.0,0,0,1,0,1,0.22730050103873886
195,195,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,4.78,2.75,0,0,1,0,1,0.17294117647058824
196,196,Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,4.78,1.5,0,0,1,0,1,0.24399375975039003
197,197,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,4.78,19.9,1,0,0,1,0,0.09023117076808351
198,198,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,4.78,10.0,0,0,1,1,0,0.0828169014084507
199,199,Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,4.78,3.0,1,0,0,0,1,0.3517745302713987
200,200,Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1197.0,74.0,5.286452057152694,4.78,2.11,0,0,1,0,1,0.2175675675675676
201,201,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,4.78,11.96,0,0,1,1,0,0.12261806130903066
202,202,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.54,3.25,1,0,0,0,1,0.2778904665314402
203,203,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,4.78,4.75,1,0,0,0,1,0.1766941101963268
204,204,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,4.78,5.95,1,0,0,0,1,0.2441527446300716
205,205,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,4.78,8.15,0,0,1,0,1,0.12605111294311624
206,206,Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,4.78,4.22,0,0,1,1,0,0.3061194029850747
207,207,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,4.78,10.5,0,0,1,1,0,0.06311827956989248
208,208,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,4.78,45.0,1,0,0,1,0,0.04783137413862992
209,209,Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,4.78,2.9,0,0,1,0,1,0.2911094783247612
210,210,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,4.78,8.9,0,0,1,1,0,0.13813755795981453
211,211,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.58,26.0,0,0,1,1,0,0.08266651639806154
212,212,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,4.78,8.22,0,0,1,0,1,0.2099926704129001
213,213,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,4.78,3.5,1,0,0,0,1,0.2616632860040568
214,214,Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,4.78,1.25,0,0,1,0,1,0.28166915052160957
215,215,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,9.12,3.7,1,0,0,0,1,0.32353846153846155
216,216,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,4.78,39.41,1,0,0,1,0,0.11496241498627849
217,217,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.29,2.65,0,0,1,0,1,0.33562052505966583
218,218,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,4.78,8.92,1,0,0,0,1,0.17520737327188943
219,219,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.28,35.67,0,0,1,1,0,0.08895705521472393
220,220,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,5.286452057152694,4.78,3.6,1,0,0,0,1,0.0
221,221,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,4.78,0.85,1,0,0,0,1,0.3214953271028037
222,222,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,4.78,3.32,0,0,1,0,1,0.24218750000000003
223,223,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,4.78,3.6,1,0,0,0,1,0.29864682002706355
224,224,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,4.78,6.8,1,0,0,0,1,0.30945945945945946
225,225,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,4.78,2.5,1,0,0,0,1,0.29390154298310067
226,226,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74,19.64,1,0,0,1,0,0.06623906705539358
227,227,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,4.78,7.0,1,0,0,1,0,0.06031909418425116
228,228,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74,3.87,0,0,1,0,1,0.1483375959079284
229,229,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,4.78,6.27,0,0,1,0,1,0.22730050103873886
230,230,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,4.78,18.12,1,0,0,1,0,0.11496241498627849
231,231,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,4.78,2.65,1,0,0,0,1,0.44166666666666665
232,232,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,4.78,7.2,1,0,0,0,1,0.25402907697509297
233,233,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,4.78,14.3,1,0,0,0,1,0.12912524850894633
234,234,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,4.78,6.9,1,0,0,0,1,0.23400180261378997
235,235,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,4.78,10.75,1,0,0,0,1,0.12549019607843137
236,236,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,4.78,8.09,0,0,1,0,1,0.15174765558397274
237,237,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,4.78,18.5,1,0,0,1,0,0.09266304347826088
238,238,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,4.78,4.75,1,0,0,0,1,0.34285714285714286
239,239,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,4.78,8.45,1,0,0,0,1,0.31740112994350284
240,240,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,4.78,3.5,1,0,0,0,1,0.1978764478764479
241,241,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,4.78,1.8,1,0,0,0,1,0.1597560975609756
242,242,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,4.78,3.7,1,0,0,0,1,0.1921814671814672
243,243,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,4.78,7.17,0,0,1,0,1,0.21082299887260428
244,244,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,4.78,1.75,0,0,1,0,1,0.2911094783247612
245,245,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,4.78,21.99,1,0,0,1,0,0.08950819672131147
246,246,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52,18.65,1,0,0,0,1,0.09255751014884979
247,247,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,4.78,1.85,0,0,1,0,1,0.5628571428571428
248,248,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,4.78,5.95,0,0,1,0,1,0.2493887530562347
249,249,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,4.78,3.75,0,0,1,0,1,0.23048780487804876
250,250,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,4.78,3.75,1,0,0,0,1,0.30945945945945946
251,251,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07,2.6,1,0,0,0,1,0.17432646592709983
252,252,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,4.78,2.8,0,0,1,0,1,0.2125
253,253,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13,61.29,1,0,0,1,0,0.045409945445268655
254,254,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,4.78,18.0,1,0,0,0,1,0.09294117647058824
255,255,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,4.78,4.35,1,0,0,0,1,0.3137679199350825
256,256,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,4.78,13.75,1,0,0,0,1,0.15586370839936609
257,257,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,4.78,2.0,0,0,1,0,1,0.28744326777609686
258,258,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,4.78,10.0,1,0,0,0,1,0.18109727985246657
259,259,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,4.78,1.65,1,0,0,0,1,0.23421052631578948
260,260,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,4.78,45.77,1,0,0,1,0,0.06414728682170542
261,261,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,4.78,3.25,0,0,1,0,1,0.25804816223067173
262,262,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,4.78,12.8,1,0,0,0,1,0.12549019607843137
263,263,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,4.78,0.55,0,0,1,0,1,0.28833333333333333
264,264,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,4.78,7.15,1,0,0,0,1,0.38378378378378375
265,265,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,4.78,7.0,1,0,0,0,1,0.10041666666666667
266,266,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,8.34,3.75,1,0,0,0,1,0.31013513513513513
267,267,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,4.78,8.5,0,0,1,0,1,0.15319701395650762
268,268,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,4.78,4.35,1,0,0,0,1,0.3162162162162162
269,269,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,4.78,3.26,0,0,1,0,1,0.4807610993657505
270,270,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,4.78,4.21,0,0,1,0,1,0.1440677966101695
271,271,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,4.78,70.36,1,0,0,1,0,0.05
272,272,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,4.78,2.95,1,0,0,1,0,0.1619047619047619
273,273,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,4.78,4.28,0,0,1,0,1,0.14097279472382523
274,274,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,4.78,3.57,0,0,1,1,0,0.1423728813559322
275,275,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,4.78,3.11,1,0,0,0,1,0.2466216216216216
276,276,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,4.78,5.96,0,0,1,1,0,0.15212981744421908
277,277,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,4.78,4.7,1,0,0,0,1,0.19826254826254827
278,278,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,4.78,6.9,0,0,1,0,1,0.1483375959079284
279,279,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,8.34,5.25,1,0,0,0,1,0.31013513513513513
280,280,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,4.78,28.0,1,0,0,1,0,0.10440677966101695
281,281,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,4.78,1.35,0,0,1,0,1,0.28208955223880594
282,282,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85,4.85,0,0,1,0,1,0.20518602029312288
283,283,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,4.78,6.7,1,0,0,0,1,0.14285714285714285
284,284,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,4.78,3.1,0,0,1,0,1,0.25804816223067173
285,285,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,4.78,18.64,1,0,0,1,0,0.11335294117647059
286,286,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,4.78,2.8,0,0,1,0,1,0.25804816223067173
287,287,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4,20.25,1,0,0,0,1,0.09255751014884979
288,288,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,4.78,26.78,1,0,0,1,0,0.10141685309470544
289,289,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,4.78,8.26,1,0,0,0,1,0.12912524850894633
290,290,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,4.78,3.89,0,0,1,0,1,0.22286874154262515
291,291,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,4.78,2.1,0,0,1,0,1,0.31177347242921016
292,292,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67,12.69,0,0,1,1,0,0.1534526854219949
293,293,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,4.78,2.58,1,0,0,0,1,0.24285714285714285
294,294,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,4.78,20.77,1,0,0,1,0,0.10141685309470544
295,295,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,4.78,20.26,1,0,0,1,0,0.1316176470588235
296,296,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,4.78,4.25,0,0,1,1,0,0.34457040572792363
297,297,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43,57.0,1,0,0,1,0,0.08898831717623663
298,298,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,4.78,44.0,1,0,0,1,0,0.06766116142781034
299,299,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,4.78,3.65,1,0,0,0,1,0.19826254826254827
300,300,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,4.78,2.05,0,0,1,0,1,0.4
301,301,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62,3.13,0,0,1,0,1,0.2131336405529954
302,302,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,4.78,1.5,1,0,0,0,1,0.1693140794223827
303,303,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,4.78,2.85,1,0,0,0,1,0.24
304,304,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,4.78,2.65,0,0,1,0,1,0.28166915052160957
305,305,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,4.78,10.6,1,0,0,0,1,0.11428571428571428
306,306,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,4.78,1.25,1,0,0,0,1,0.2442857142857143
307,307,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,4.78,8.25,0,0,1,0,1,0.1709711846318036
308,308,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,4.78,4.45,0,0,1,1,0,0.06587837837837837
309,309,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,4.78,3.7,1,0,0,0,1,0.2611637347767253
310,310,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,4.78,2.8,1,0,0,0,1,0.26176470588235295
311,311,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,4.78,1.8,0,0,1,0,1,0.22692307692307692
312,312,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,4.78,21.95,1,0,0,1,0,0.10141685309470544
313,313,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,4.78,49.0,1,0,0,1,0,0.030415335463258784
314,314,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,1.04,62.67,1,0,0,1,0,0.06020408163265306
315,315,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,4.78,5.5,1,0,0,0,1,0.25555555555555554
316,316,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,4.78,2.95,0,0,1,1,0,0.21482889733840302
317,317,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,4.78,6.86,0,0,1,1,0,0.21420518602029312
318,318,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,4.78,6.15,1,0,0,0,1,0.3405405405405405
319,319,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,4.78,3.3,0,0,1,0,1,0.22329511164755583
320,320,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,4.78,2.55,0,0,1,0,1,0.22286874154262515
321,321,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,4.78,1.5,0,0,1,0,1,0.42548596112311016
322,322,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,4.78,2.5,0,0,1,1,0,0.09040000000000001
323,323,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,4.78,1.4,0,0,1,0,1,0.42548596112311016
324,324,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,4.78,3.4,1,0,0,0,1,0.23783783783783785
325,325,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,4.78,2.25,0,0,1,0,1,0.42548596112311016
326,326,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,4.78,7.5,1,0,0,1,0,0.13687943262411348
327,327,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,4.78,2.8,0,0,1,1,0,0.09040000000000001
328,328,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,4.78,7.66,0,0,1,0,1,0.22730050103873886
329,329,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.12,7.15,1,0,0,0,1,0.2745762711864407
330,330,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,4.78,3.5,0,0,1,0,1,0.1440677966101695
331,331,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,4.78,3.5,1,0,0,0,1,0.24
332,332,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,4.78,3.45,1,0,0,0,1,0.2616632860040568
333,333,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,4.78,3.55,0,0,1,0,1,0.38224637681159424
334,334,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,58.67,25.99,1,0,0,1,0,0.1145263157894737
335,335,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,4.78,5.25,1,0,0,0,1,0.1766941101963268
336,336,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,4.78,2.9,1,0,0,0,1,0.2367117117117117
337,337,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,28.37,2.05,0,0,1,1,0,0.06365638766519824
338,338,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.48,3.75,0,0,1,0,1,0.3587183308494784
339,339,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,4.78,6.75,1,0,0,0,1,0.2526714158504007
340,340,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,62.0,5.0,4.78,0.95,0,0,1,0,1,0.2903225806451613
341,341,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,72.64,52.0,1,0,0,1,0,0.1092090395480226
342,342,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,4.78,3.91,0,0,1,0,1,0.09284195605953224
343,343,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,36.15,27.3,0,0,1,1,0,0.08266651639806154
344,344,Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,4.78,2.7,0,0,1,0,1,0.25804816223067173
